gene	gc
ENSG00000152749.8	36.74
ENSG00000125285.6	55.61
ENSG00000125257.16	42.82
ENSG00000134873.10	41.80
ENSG00000134874.18	44.08
ENSG00000102580.15	39.87
ENSG00000102595.20	36.37
ENSG00000185352.9	47.86
ENSG00000165621.9	42.51
ENSG00000139793.19	37.25
ENSG00000125249.7	38.29
ENSG00000065150.21	41.85
ENSG00000152767.17	47.02
ENSG00000139797.8	56.01
ENSG00000102572.15	51.23
ENSG00000088386.17	46.41
ENSG00000088387.20	44.52
ENSG00000134882.16	51.25
ENSG00000125245.14	41.05
ENSG00000169508.7	38.04
ENSG00000125304.10	42.62
ENSG00000125246.15	51.04
ENSG00000139800.8	49.73
ENSG00000043355.12	58.63
ENSG00000175198.17	41.78
ENSG00000134864.11	49.97
ENSG00000125247.16	45.04
ENSG00000102452.18	41.67
ENSG00000198542.14	40.37
ENSG00000102466.16	38.15
ENSG00000134900.12	38.81
ENSG00000139780.8	42.58
ENSG00000175820.4	38.25
ENSG00000151287.17	38.70
ENSG00000134901.13	43.96
ENSG00000270181.3	44.58
ENSG00000134897.14	42.30
ENSG00000134899.24	41.87
ENSG00000125255.7	41.25
ENSG00000182346.21	36.73
ENSG00000125266.8	50.01
ENSG00000134884.15	37.06
ENSG00000204442.4	41.91
ENSG00000174405.14	37.69
ENSG00000139826.6	34.03
ENSG00000102524.12	37.40
ENSG00000041515.16	48.05
ENSG00000185950.9	58.66
ENSG00000187498.16	47.27
ENSG00000134871.19	49.63
ENSG00000139832.5	57.60
ENSG00000213995.12	56.41
ENSG00000134905.17	56.29
ENSG00000153487.13	50.06
ENSG00000088448.14	44.99
ENSG00000102606.19	49.81
ENSG00000153495.11	53.24
ENSG00000182968.5	55.75
ENSG00000153498.12	49.63
ENSG00000126216.15	46.48
ENSG00000068650.19	51.88
ENSG00000126217.21	55.32
ENSG00000057593.14	59.23
ENSG00000126218.12	60.19
ENSG00000126231.15	54.87
ENSG00000126226.22	46.13
ENSG00000139842.15	47.43
ENSG00000185896.11	52.33
ENSG00000139835.14	54.37
ENSG00000153531.14	59.89
ENSG00000150401.15	47.87
ENSG00000150403.18	47.35
ENSG00000198176.13	50.48
ENSG00000186009.5	51.33
ENSG00000185974.7	60.64
ENSG00000184497.13	59.88
ENSG00000183087.15	61.70
ENSG00000283199.3	61.02
ENSG00000185989.11	55.77
ENSG00000283361.2	50.40
ENSG00000130177.16	42.26
ENSG00000169062.15	44.71
ENSG00000198824.7	42.03
ENSG00000257115.2	43.43
ENSG00000222036.8	48.07
ENSG00000187537.13	47.71
ENSG00000258453.3	42.21
ENSG00000176294.6	39.09
ENSG00000182652.4	41.39
ENSG00000176299.5	37.38
ENSG00000165762.3	33.89
ENSG00000176281.5	41.26
ENSG00000155249.5	41.18
ENSG00000169488.7	43.08
ENSG00000169484.4	42.49
ENSG00000176253.4	39.01
ENSG00000176246.1	41.21
ENSG00000176230.7	39.52
ENSG00000184394.3	40.05
ENSG00000196832.5	41.74
ENSG00000176219.3	45.22
ENSG00000176198.4	41.28
ENSG00000136319.12	40.29
ENSG00000100814.18	46.44
ENSG00000129484.14	43.28
ENSG00000129566.13	52.17
ENSG00000185271.9	52.39
ENSG00000092094.11	47.74
ENSG00000100823.12	50.42
ENSG00000165782.11	50.79
ENSG00000198805.12	46.71
ENSG00000182545.6	55.17
ENSG00000188655.10	42.03
ENSG00000259060.7	43.41
ENSG00000173464.14	45.65
ENSG00000258436.1	45.64
ENSG00000181803.3	50.30
ENSG00000214274.10	54.48
ENSG00000258818.4	43.36
ENSG00000259171.1	43.52
ENSG00000181562.5	42.27
ENSG00000181552.4	42.00
ENSG00000169413.3	44.55
ENSG00000129538.14	51.71
ENSG00000169397.4	47.96
ENSG00000169385.3	45.42
ENSG00000165792.18	46.51
ENSG00000165794.10	50.54
ENSG00000165795.24	54.66
ENSG00000179636.15	50.30
ENSG00000206150.4	51.13
ENSG00000165799.5	50.75
ENSG00000173431.2	54.26
ENSG00000165801.10	57.04
ENSG00000165804.16	61.77
ENSG00000232070.9	51.83
ENSG00000169327.5	40.78
ENSG00000092199.18	38.58
ENSG00000092200.13	46.35
ENSG00000092201.10	43.61
ENSG00000100888.15	44.48
ENSG00000129472.15	41.81
ENSG00000092203.15	44.56
ENSG00000165819.12	44.14
ENSG00000165821.12	55.68
ENSG00000169208.3	45.87
ENSG00000255582.1	50.59
ENSG00000221977.3	38.42
ENSG00000276240.3	39.99
ENSG00000129562.11	46.78
ENSG00000100439.10	51.11
ENSG00000255804.2	47.71
ENSG00000155463.14	47.82
ENSG00000155465.20	50.54
ENSG00000172590.18	46.62
ENSG00000157227.14	58.68
ENSG00000197324.9	56.41
ENSG00000139890.10	60.22
ENSG00000100461.18	47.03
ENSG00000100462.16	49.51
ENSG00000092036.19	50.81
ENSG00000259132.1	51.74
ENSG00000129474.16	51.81
ENSG00000100802.15	51.23
ENSG00000100804.19	52.42
ENSG00000222028.5	58.14
ENSG00000139880.20	62.97
ENSG00000100813.15	51.91
ENSG00000179933.6	45.49
ENSG00000283654.3	51.32
ENSG00000092067.6	64.74
ENSG00000092068.20	53.26
ENSG00000215277.8	42.93
ENSG00000215271.9	46.55
ENSG00000235194.9	52.63
ENSG00000129473.11	53.06
ENSG00000258643.6	53.04
ENSG00000100836.11	52.93
ENSG00000092096.18	59.02
ENSG00000100842.13	62.98
ENSG00000166090.8	55.23
ENSG00000166091.21	58.11
ENSG00000197616.13	56.34
ENSG00000092054.13	57.31
ENSG00000129460.16	43.24
ENSG00000136367.14	58.91
ENSG00000259431.6	57.53
ENSG00000213983.12	56.13
ENSG00000092051.17	59.30
ENSG00000100867.15	50.94
ENSG00000157326.19	53.08
ENSG00000187630.17	58.27
ENSG00000186648.15	59.62
ENSG00000100884.9	58.71
ENSG00000129535.13	57.20
ENSG00000100889.12	57.07
ENSG00000100897.18	52.68
ENSG00000259371.2	61.29
ENSG00000139914.7	58.85
ENSG00000092010.15	55.12
ENSG00000100908.14	56.69
ENSG00000100911.16	51.31
ENSG00000092098.17	59.04
ENSG00000259529.2	59.33
ENSG00000213928.9	53.80
ENSG00000100918.13	58.30
ENSG00000196497.17	59.20
ENSG00000259522.3	57.62
ENSG00000100926.15	53.26
ENSG00000254692.1	51.20
ENSG00000139908.15	49.82
ENSG00000254505.11	49.44
ENSG00000213920.9	53.19
ENSG00000255526.6	51.19
ENSG00000129559.13	43.15
ENSG00000100938.18	49.79
ENSG00000092330.18	53.91
ENSG00000092295.12	59.01
ENSG00000100949.15	60.40
ENSG00000157379.14	50.23
ENSG00000196943.14	53.55
ENSG00000136305.11	57.91
ENSG00000213906.10	59.39
ENSG00000213903.9	54.62
ENSG00000129467.14	57.39
ENSG00000129465.16	56.46
ENSG00000100968.14	57.48
ENSG00000205978.6	57.80
ENSG00000139899.11	58.06
ENSG00000100441.10	53.89
ENSG00000100445.18	53.52
ENSG00000092009.10	52.29
ENSG00000100448.4	54.61
ENSG00000100450.13	54.26
ENSG00000100453.13	51.88
ENSG00000168952.15	46.03
ENSG00000139910.20	37.17
ENSG00000176165.12	51.85
ENSG00000184304.16	46.89
ENSG00000092140.16	35.72
ENSG00000092108.22	35.23
ENSG00000100473.18	46.24
ENSG00000196792.12	40.97
ENSG00000100478.16	43.33
ENSG00000092148.13	42.02
ENSG00000129493.15	40.69
ENSG00000203546.7	46.54
ENSG00000129480.13	41.39
ENSG00000214943.5	41.77
ENSG00000151413.17	40.51
ENSG00000100852.13	36.57
ENSG00000151320.11	39.54
ENSG00000151322.20	45.17
ENSG00000129521.15	46.75
ENSG00000165389.7	36.70
ENSG00000129518.9	42.06
ENSG00000129515.20	41.59
ENSG00000165410.15	38.12
ENSG00000198604.11	40.66
ENSG00000100883.13	38.04
ENSG00000151327.13	42.03
ENSG00000092020.11	38.73
ENSG00000100890.16	43.28
ENSG00000258790.1	42.62
ENSG00000100902.11	39.70
ENSG00000100906.11	56.09
ENSG00000168348.4	57.49
ENSG00000174373.17	38.63
ENSG00000100916.14	36.91
ENSG00000151332.19	36.75
ENSG00000257520.2	51.65
ENSG00000136352.19	60.03
ENSG00000136327.7	65.00
ENSG00000198807.13	47.47
ENSG00000183032.12	38.49
ENSG00000151338.19	35.15
ENSG00000129514.8	49.21
ENSG00000139865.16	42.46
ENSG00000139874.6	53.90
ENSG00000176435.7	57.35
ENSG00000100934.15	37.38
ENSG00000092208.19	41.71
ENSG00000182400.15	36.93
ENSG00000100941.9	39.21
ENSG00000150527.17	39.69
ENSG00000165355.7	44.69
ENSG00000165379.14	43.49
ENSG00000189139.6	45.39
ENSG00000179476.8	34.81
ENSG00000179454.14	36.45
ENSG00000198718.13	39.21
ENSG00000185246.18	35.70
ENSG00000100442.11	42.07
ENSG00000187790.11	37.30
ENSG00000129534.14	36.98
ENSG00000165496.5	51.81
ENSG00000139915.21	41.98
ENSG00000213741.11	45.15
ENSG00000165501.17	43.62
ENSG00000165502.7	41.57
ENSG00000168282.6	47.52
ENSG00000165506.15	53.71
ENSG00000100479.13	39.63
ENSG00000197776.8	35.85
ENSG00000165516.11	39.06
ENSG00000165525.18	37.79
ENSG00000165527.7	42.84
ENSG00000100483.14	40.68
ENSG00000100485.12	39.12
ENSG00000087299.12	40.09
ENSG00000125375.17	45.29
ENSG00000100490.10	44.25
ENSG00000012983.12	37.52
ENSG00000198513.14	39.68
ENSG00000151748.15	37.84
ENSG00000100503.26	41.71
ENSG00000100504.17	45.89
ENSG00000131969.15	44.23
ENSG00000100505.14	48.64
ENSG00000139921.13	35.09
ENSG00000139926.16	42.43
ENSG00000186469.8	42.36
ENSG00000087302.9	38.55
ENSG00000087303.18	50.41
ENSG00000168229.4	47.18
ENSG00000125384.7	49.66
ENSG00000087301.9	37.86
ENSG00000180998.12	38.77
ENSG00000197930.13	38.83
ENSG00000100519.12	38.23
ENSG00000198252.12	36.42
ENSG00000100522.10	40.42
ENSG00000073712.15	38.64
ENSG00000100523.16	38.70
ENSG00000125378.16	53.42
ENSG00000100526.20	43.74
ENSG00000100528.12	36.14
ENSG00000197045.13	35.06
ENSG00000100532.13	36.07
ENSG00000020577.14	48.20
ENSG00000131979.20	42.97
ENSG00000198554.12	38.60
ENSG00000180008.9	35.62
ENSG00000168175.15	40.34
ENSG00000131981.16	47.66
ENSG00000126787.13	37.86
ENSG00000178974.11	46.47
ENSG00000126775.9	44.24
ENSG00000182521.5	48.40
ENSG00000126777.18	36.12
ENSG00000139946.10	43.03
ENSG00000070269.14	39.73
ENSG00000165588.18	43.13
ENSG00000070367.16	35.18
ENSG00000053770.12	35.34
ENSG00000139977.14	39.13
ENSG00000100557.10	40.75
ENSG00000151812.15	43.98
ENSG00000139971.15	42.30
ENSG00000131966.14	37.98
ENSG00000100567.13	38.33
ENSG00000032219.19	39.54
ENSG00000196860.8	49.92
ENSG00000100575.14	40.11
ENSG00000100578.18	39.13
ENSG00000165617.15	52.79
ENSG00000100592.16	39.70
ENSG00000181619.11	46.86
ENSG00000126790.12	44.09
ENSG00000050130.18	39.01
ENSG00000151838.12	35.87
ENSG00000139970.17	50.19
ENSG00000131951.11	36.82
ENSG00000126773.13	37.95
ENSG00000100612.14	45.92
ENSG00000100614.18	35.13
ENSG00000179008.9	34.57
ENSG00000184302.7	50.81
ENSG00000126778.12	46.68
ENSG00000100625.9	42.93
ENSG00000020426.11	36.45
ENSG00000126814.7	40.10
ENSG00000139974.16	38.72
ENSG00000027075.16	49.76
ENSG00000182107.7	48.50
ENSG00000258989.1	46.21
ENSG00000100644.17	38.65
ENSG00000023608.5	36.87
ENSG00000139973.17	38.82
ENSG00000140015.20	37.54
ENSG00000126785.13	45.00
ENSG00000179600.4	55.43
ENSG00000154001.14	38.80
ENSG00000140006.12	37.10
ENSG00000126821.8	40.59
ENSG00000054654.19	43.12
ENSG00000140009.19	46.72
ENSG00000100714.17	46.74
ENSG00000089775.12	43.06
ENSG00000179841.8	36.61
ENSG00000126804.14	37.26
ENSG00000126803.10	44.20
ENSG00000165807.8	42.98
ENSG00000126822.18	58.91
ENSG00000070182.21	57.03
ENSG00000258289.10	40.67
ENSG00000125954.13	51.25
ENSG00000176153.12	52.90
ENSG00000139998.16	55.94
ENSG00000257365.8	52.98
ENSG00000125952.20	49.24
ENSG00000033170.17	43.68
ENSG00000196553.15	41.04
ENSG00000171723.16	48.69
ENSG00000172717.16	45.60
ENSG00000072415.10	38.33
ENSG00000100554.12	40.55
ENSG00000134001.15	37.54
ENSG00000100558.9	53.98
ENSG00000198133.9	55.51
ENSG00000054690.14	51.21
ENSG00000100564.9	44.44
ENSG00000081181.8	44.92
ENSG00000100568.11	43.00
ENSG00000258466.5	48.26
ENSG00000072042.13	41.11
ENSG00000139988.10	52.23
ENSG00000072121.17	49.37
ENSG00000182185.18	42.32
ENSG00000185650.10	52.40
ENSG00000072110.16	54.16
ENSG00000139990.18	45.58
ENSG00000081177.18	45.35
ENSG00000100626.17	55.69
ENSG00000100632.11	39.53
ENSG00000029364.12	43.50
ENSG00000175985.10	54.71
ENSG00000267909.3	62.84
ENSG00000100647.8	52.43
ENSG00000100650.16	45.17
ENSG00000100652.5	45.80
ENSG00000198732.11	53.90
ENSG00000100678.19	49.08
ENSG00000133983.16	40.85
ENSG00000258644.6	45.16
ENSG00000213463.5	39.92
ENSG00000139985.8	43.13
ENSG00000134007.5	42.58
ENSG00000133997.12	38.16
ENSG00000133985.3	47.61
ENSG00000006432.16	52.07
ENSG00000100731.16	40.96
ENSG00000197555.10	45.50
ENSG00000182732.18	52.19
ENSG00000205683.12	50.87
ENSG00000119599.17	51.01
ENSG00000165861.14	52.46
ENSG00000119707.14	36.92
ENSG00000080815.19	44.09
ENSG00000100767.17	58.72
ENSG00000133961.21	43.26
ENSG00000187105.9	50.11
ENSG00000170468.8	58.61
ENSG00000184227.8	57.89
ENSG00000119673.15	54.94
ENSG00000177465.5	56.52
ENSG00000205669.4	53.09
ENSG00000119661.15	40.62
ENSG00000176903.5	53.73
ENSG00000156030.13	54.38
ENSG00000140043.12	39.58
ENSG00000258653.3	44.19
ENSG00000119725.20	44.75
ENSG00000156050.10	48.52
ENSG00000119723.17	46.80
ENSG00000187097.13	46.08
ENSG00000119636.16	39.71
ENSG00000119711.13	42.56
ENSG00000205659.11	45.26
ENSG00000119614.3	58.12
ENSG00000119688.21	52.17
ENSG00000133980.5	58.70
ENSG00000183379.9	61.38
ENSG00000119655.11	48.49
ENSG00000165898.14	43.47
ENSG00000119681.12	57.02
ENSG00000119682.18	46.80
ENSG00000119616.11	41.29
ENSG00000119596.18	45.62
ENSG00000119608.15	48.67
ENSG00000119689.15	47.74
ENSG00000198208.12	56.63
ENSG00000119630.14	57.70
ENSG00000119718.11	45.33
ENSG00000119684.16	41.92
ENSG00000119640.9	43.98
ENSG00000119703.15	45.65
ENSG00000119638.14	45.91
ENSG00000170348.9	42.21
ENSG00000170345.10	53.58
ENSG00000140044.13	53.44
ENSG00000156127.8	60.88
ENSG00000119686.10	49.90
ENSG00000119685.20	44.12
ENSG00000133935.7	47.24
ENSG00000119650.13	50.49
ENSG00000119699.8	51.27
ENSG00000089916.18	40.52
ENSG00000119715.15	57.02
ENSG00000071246.11	59.19
ENSG00000013523.11	52.18
ENSG00000100565.15	51.58
ENSG00000119669.5	62.84
ENSG00000198894.8	46.99
ENSG00000259164.1	55.89
ENSG00000165548.11	57.46
ENSG00000177108.5	55.46
ENSG00000165553.5	62.32
ENSG00000009830.13	51.17
ENSG00000100577.19	54.50
ENSG00000100580.8	43.01
ENSG00000100583.4	46.56
ENSG00000165555.9	42.98
ENSG00000151445.16	48.53
ENSG00000100591.8	48.74
ENSG00000100593.18	60.92
ENSG00000100596.7	42.51
ENSG00000100601.10	44.33
ENSG00000119705.10	46.29
ENSG00000100603.14	43.50
ENSG00000063761.16	52.71
ENSG00000021645.20	45.38
ENSG00000211448.13	40.78
ENSG00000100629.17	39.32
ENSG00000165409.18	41.36
ENSG00000165417.12	36.38
ENSG00000140022.13	47.31
ENSG00000071537.14	38.94
ENSG00000185070.12	38.36
ENSG00000054983.17	42.84
ENSG00000140030.6	37.22
ENSG00000100433.16	47.80
ENSG00000042317.17	39.51
ENSG00000070778.13	49.14
ENSG00000100722.20	39.50
ENSG00000165521.15	40.45
ENSG00000165533.19	39.32
ENSG00000053254.16	45.80
ENSG00000140025.16	41.87
ENSG00000042088.14	47.20
ENSG00000152315.5	56.05
ENSG00000100764.14	46.12
ENSG00000119720.18	48.94
ENSG00000198668.13	46.04
ENSG00000165914.15	52.24
ENSG00000100784.12	38.40
ENSG00000133943.21	54.44
ENSG00000119714.11	60.36
ENSG00000015133.19	56.30
ENSG00000100796.18	42.84
ENSG00000133962.8	39.49
ENSG00000165929.13	36.93
ENSG00000140092.15	50.51
ENSG00000100815.12	37.59
ENSG00000066427.24	39.57
ENSG00000183648.11	46.66
ENSG00000165934.13	39.44
ENSG00000140090.18	51.94
ENSG00000100599.16	60.42
ENSG00000100600.15	50.95
ENSG00000066455.13	41.22
ENSG00000100604.13	61.08
ENSG00000100605.17	59.15
ENSG00000165943.5	49.82
ENSG00000153485.6	43.34
ENSG00000259066.5	45.33
ENSG00000170270.5	39.38
ENSG00000012963.15	44.54
ENSG00000011114.15	42.35
ENSG00000133958.13	47.28
ENSG00000187581.3	49.63
ENSG00000175785.13	55.42
ENSG00000140067.6	61.17
ENSG00000100628.12	58.35
ENSG00000175699.15	52.72
ENSG00000089723.10	51.62
ENSG00000089737.17	47.68
ENSG00000165948.11	52.76
ENSG00000165949.12	53.80
ENSG00000119632.4	54.93
ENSG00000119698.12	40.48
ENSG00000140093.10	42.72
ENSG00000170099.6	52.84
ENSG00000197249.14	54.20
ENSG00000186910.4	52.83
ENSG00000170054.16	48.89
ENSG00000165953.10	50.04
ENSG00000100665.12	54.66
ENSG00000188488.14	51.83
ENSG00000273259.3	52.49
ENSG00000196136.18	49.64
ENSG00000133937.5	66.23
ENSG00000100697.15	39.86
ENSG00000165959.12	46.74
ENSG00000176438.13	51.46
ENSG00000182512.5	49.25
ENSG00000213231.13	54.47
ENSG00000100721.11	55.72
ENSG00000250366.3	50.58
ENSG00000227051.7	51.80
ENSG00000168398.7	52.33
ENSG00000258691.1	56.37
ENSG00000100739.11	53.04
ENSG00000066739.12	42.18
ENSG00000100744.15	42.04
ENSG00000140057.9	42.86
ENSG00000090060.19	37.22
ENSG00000100749.9	39.44
ENSG00000127152.18	50.39
ENSG00000183576.13	43.35
ENSG00000090061.17	48.11
ENSG00000205476.9	52.59
ENSG00000182218.10	58.88
ENSG00000036530.9	47.58
ENSG00000066629.18	47.88
ENSG00000196405.13	55.53
ENSG00000168350.8	64.49
ENSG00000100811.14	48.60
ENSG00000197119.13	60.07
ENSG00000140107.12	65.60
ENSG00000140105.18	50.02
ENSG00000176473.14	51.56
ENSG00000183092.17	64.75
ENSG00000185559.16	55.71
ENSG00000254656.3	58.91
ENSG00000197406.7	60.80
ENSG00000078304.19	43.43
ENSG00000197102.14	50.37
ENSG00000080824.19	45.52
ENSG00000140153.18	47.37
ENSG00000080823.23	50.04
ENSG00000022976.16	53.23
ENSG00000100865.15	51.37
ENSG00000196663.16	54.00
ENSG00000156381.9	59.11
ENSG00000089902.10	44.60
ENSG00000131323.16	54.25
ENSG00000166126.11	65.82
ENSG00000198752.11	55.26
ENSG00000283071.1	70.36
ENSG00000205436.7	66.32
ENSG00000185215.11	62.32
ENSG00000100664.11	43.36
ENSG00000075413.19	43.13
ENSG00000166165.13	69.91
ENSG00000166166.13	64.66
ENSG00000166170.11	43.33
ENSG00000126214.21	56.17
ENSG00000256053.9	50.36
ENSG00000256500.6	48.54
ENSG00000126215.14	61.17
ENSG00000100711.14	57.90
ENSG00000088808.18	52.77
ENSG00000156411.10	44.54
ENSG00000156414.19	45.39
ENSG00000227729.5	38.93
ENSG00000166183.16	64.34
ENSG00000066735.15	68.56
ENSG00000258986.7	61.52
ENSG00000184601.11	64.45
ENSG00000203485.14	62.23
ENSG00000185100.11	55.55
ENSG00000184990.13	57.22
ENSG00000142208.18	62.38
ENSG00000179627.10	63.12
ENSG00000099814.16	66.16
ENSG00000166428.14	62.35
ENSG00000185567.7	58.58
ENSG00000140104.14	57.26
ENSG00000170779.11	51.55
ENSG00000183484.12	57.77
ENSG00000184916.9	64.24
ENSG00000183828.15	63.88
ENSG00000185024.17	61.39
ENSG00000184887.14	63.79
ENSG00000179364.14	63.34
ENSG00000226174.7	63.13
ENSG00000182979.18	64.76
ENSG00000182809.11	67.35
ENSG00000213145.10	68.17
ENSG00000257341.5	64.28
ENSG00000185347.18	66.90
ENSG00000184986.11	70.58
ENSG00000277322.1	50.44
ENSG00000230031.10	42.92
ENSG00000278522.5	46.53
ENSG00000280709.2	42.46
ENSG00000182974.3	41.79
ENSG00000279408.3	45.42
ENSG00000233917.9	45.54
ENSG00000285472.1	41.52
ENSG00000274102.2	42.57
ENSG00000183706.5	47.00
ENSG00000277865.4	50.83
ENSG00000170113.16	45.00
ENSG00000140157.16	41.96
ENSG00000273749.5	49.29
ENSG00000275835.5	42.31
ENSG00000273976.2	50.39
ENSG00000261739.2	46.15
ENSG00000174450.12	53.96
ENSG00000179455.10	41.98
ENSG00000254585.5	61.17
ENSG00000182636.8	52.15
ENSG00000185823.5	47.54
ENSG00000128739.23	49.47
ENSG00000273173.5	47.06
ENSG00000214265.11	44.59
ENSG00000114062.22	37.80
ENSG00000206190.12	53.01
ENSG00000166206.15	44.70
ENSG00000186297.12	51.15
ENSG00000182256.13	43.57
ENSG00000104044.16	52.43
ENSG00000128731.18	52.40
ENSG00000153684.15	44.55
ENSG00000183629.13	45.72
ENSG00000188626.6	52.72
ENSG00000261649.6	53.12
ENSG00000034053.15	56.19
ENSG00000104059.5	59.04
ENSG00000185115.6	41.77
ENSG00000104067.17	43.00
ENSG00000179938.12	51.80
ENSG00000261247.1	52.72
ENSG00000166664.14	51.67
ENSG00000186399.10	52.36
ENSG00000178115.11	53.72
ENSG00000261794.2	41.96
ENSG00000285077.2	44.09
ENSG00000284906.2	46.93
ENSG00000198690.10	45.24
ENSG00000166912.17	40.71
ENSG00000134160.15	46.92
ENSG00000169926.11	57.04
ENSG00000169918.10	51.97
ENSG00000175344.19	45.23
ENSG00000249931.4	52.62
ENSG00000206127.11	42.33
ENSG00000232653.8	45.03
ENSG00000198826.11	38.98
ENSG00000166922.8	46.49
ENSG00000166923.12	40.16
ENSG00000248905.10	44.00
ENSG00000198838.14	48.04
ENSG00000169857.9	51.51
ENSG00000184984.10	45.47
ENSG00000134153.10	43.04
ENSG00000182405.6	42.17
ENSG00000134152.11	38.98
ENSG00000128463.13	42.90
ENSG00000140199.13	44.98
ENSG00000182117.6	47.93
ENSG00000184507.16	53.74
ENSG00000176454.14	52.51
ENSG00000175265.18	49.46
ENSG00000215252.12	47.48
ENSG00000159248.5	48.56
ENSG00000159251.8	48.30
ENSG00000021776.11	38.68
ENSG00000198146.4	36.26
ENSG00000255192.6	46.61
ENSG00000134146.12	34.42
ENSG00000186073.14	37.84
ENSG00000134138.20	44.38
ENSG00000166069.14	40.15
ENSG00000166068.13	36.53
ENSG00000171262.11	37.05
ENSG00000172575.12	45.08
ENSG00000137801.11	45.69
ENSG00000150667.8	40.92
ENSG00000166073.11	50.76
ENSG00000128829.12	43.96
ENSG00000140319.11	46.51
ENSG00000104081.14	55.22
ENSG00000156970.13	43.31
ENSG00000137843.12	59.49
ENSG00000259288.7	53.45
ENSG00000137841.12	57.00
ENSG00000230778.2	61.54
ENSG00000259330.3	55.89
ENSG00000188549.12	58.24
ENSG00000233041.8	57.28
ENSG00000140323.6	53.17
ENSG00000128944.13	46.14
ENSG00000128928.10	54.24
ENSG00000140320.12	60.03
ENSG00000169105.8	61.75
ENSG00000128891.16	48.73
ENSG00000166133.18	53.48
ENSG00000137812.20	37.52
ENSG00000051180.17	49.32
ENSG00000137824.16	51.96
ENSG00000137880.6	61.85
ENSG00000104129.10	55.92
ENSG00000188277.10	58.62
ENSG00000166140.17	56.29
ENSG00000166143.10	55.25
ENSG00000166145.15	60.95
ENSG00000104140.7	60.55
ENSG00000104142.11	59.99
ENSG00000128917.8	59.13
ENSG00000128965.13	62.70
ENSG00000128908.17	49.28
ENSG00000178997.12	43.07
ENSG00000187446.12	46.92
ENSG00000285920.2	47.75
ENSG00000104147.9	46.21
ENSG00000137804.14	48.31
ENSG00000137806.10	47.03
ENSG00000137815.14	46.48
ENSG00000137825.11	66.51
ENSG00000062524.16	63.71
ENSG00000103932.12	56.70
ENSG00000092445.12	52.91
ENSG00000174197.17	42.49
ENSG00000137802.14	57.39
ENSG00000243789.11	58.60
ENSG00000168970.22	60.38
ENSG00000243708.11	60.44
ENSG00000137877.10	63.69
ENSG00000103966.11	52.25
ENSG00000188089.13	53.17
ENSG00000159337.7	55.58
ENSG00000168907.13	57.15
ENSG00000166887.16	48.66
ENSG00000103978.16	39.40
ENSG00000214013.9	43.70
ENSG00000258461.5	52.16
ENSG00000092529.25	51.35
ENSG00000103994.18	44.11
ENSG00000092531.10	40.79
ENSG00000285942.1	49.86
ENSG00000180979.10	44.06
ENSG00000137814.12	41.05
ENSG00000159433.12	49.84
ENSG00000140326.13	57.18
ENSG00000128881.17	43.28
ENSG00000159459.12	39.28
ENSG00000137842.7	44.14
ENSG00000166946.14	43.49
ENSG00000166947.15	54.64
ENSG00000104055.16	52.44
ENSG00000159495.8	56.17
ENSG00000168806.8	46.02
ENSG00000168803.16	41.68
ENSG00000140265.13	47.58
ENSG00000137822.13	44.33
ENSG00000067369.14	45.68
ENSG00000166963.13	55.42
ENSG00000168781.22	51.62
ENSG00000237289.10	51.15
ENSG00000242866.10	55.60
ENSG00000284772.1	58.43
ENSG00000166762.19	44.17
ENSG00000223572.10	51.96
ENSG00000167004.13	43.64
ENSG00000128886.12	51.56
ENSG00000262560.1	49.14
ENSG00000140264.21	52.22
ENSG00000184716.14	52.69
ENSG00000242028.8	48.75
ENSG00000140259.7	44.23
ENSG00000092470.12	40.63
ENSG00000171877.21	45.53
ENSG00000166734.20	41.14
ENSG00000137770.14	37.34
ENSG00000104131.13	37.38
ENSG00000104133.16	42.36
ENSG00000229474.8	48.49
ENSG00000166710.21	40.86
ENSG00000185880.13	43.29
ENSG00000167014.11	39.08
ENSG00000140263.15	48.36
ENSG00000140279.13	55.58
ENSG00000140274.14	60.57
ENSG00000140254.13	57.07
ENSG00000137857.18	56.33
ENSG00000138606.19	58.42
ENSG00000137860.12	43.78
